year,location,Soil,cultivar,sowing date,sowing configuration,esw,gsr,nheat,nheat2,Maturity Date,yield,nfrost,multiplier,frost yield,crop,crop price
2010,"Bellata, NSW",Grey Vertosol,early,10,single,98.8,167.3,0,0,,5595.9,,1,5595.9,Sorghum,240
2011,"Bellata, NSW",Grey Vertosol,early,10,single,84.9,163.8,0,0,,5296.3,,0.963,5296.3,Sorghum,240
2012,"Bellata, NSW",Grey Vertosol,early,10,single,118.8,403.4,0,0,,5784.4,,1,5784.4,Sorghum,240
2013,"Bellata, NSW",Grey Vertosol,early,10,single,193.3,392.4,0,0,,5870.3,,1,5870.3,Sorghum,240
2014,"Bellata, NSW",Grey Vertosol,early,10,single,200,276.8,2,0,,4884.1,,0.786,4884.1,Sorghum,240
2015,"Bellata, NSW",Grey Vertosol,early,10,single,138,203.4,3,2,,4826.9,,0.964,4826.9,Sorghum,240
2016,"Bellata, NSW",Grey Vertosol,early,10,single,87.8,134.1,6,2,,3088.8,,0.78,3088.8,Sorghum,240
2017,"Bellata, NSW",Grey Vertosol,early,10,single,120.5,181.1,0,0,,5057.2,,0.846,5057.2,Sorghum,240
1957,"Myall Vale, NSW",Grey Vertosol,early,10,single,40.6,120.6,1,0,,1873.3,,0.986,1873.3,Sorghum,240
1958,"Myall Vale, NSW",Grey Vertosol,early,10,single,24.2,177.2,2,0,,829.1,,0.89,829.1,Sorghum,240
1959,"Myall Vale, NSW",Grey Vertosol,early,10,single,180.4,443.5,0,0,,5560.3,,1,5560.3,Sorghum,240
1960,"Myall Vale, NSW",Grey Vertosol,early,10,single,80.5,103.1,3,0,,3172.6,,0.809,3172.6,Sorghum,240
1961,"Myall Vale, NSW",Grey Vertosol,early,10,single,80.1,186.4,0,0,,3598.7,,0.963,3598.7,Sorghum,240
1962,"Myall Vale, NSW",Grey Vertosol,early,10,single,213.6,360.6,0,0,,5107.9,,0.94,5107.9,Sorghum,240
1963,"Myall Vale, NSW",Grey Vertosol,early,10,single,210.7,321.2,2,0,,5027.4,,0.88,5027.4,Sorghum,240
1964,"Myall Vale, NSW",Grey Vertosol,early,10,single,167.7,322.8,3,0,,4977,,0.991,4977,Sorghum,240
1965,"Myall Vale, NSW",Grey Vertosol,early,10,single,107.3,76.6,4,1,,2892,,0.656,2892,Sorghum,240
1966,"Myall Vale, NSW",Grey Vertosol,early,10,single,99.2,39.8,0,0,,0,,0.875,0,Sorghum,240
1967,"Myall Vale, NSW",Grey Vertosol,early,10,single,115.8,156.6,0,0,,5720.7,,0.996,5720.7,Sorghum,240
1968,"Myall Vale, NSW",Grey Vertosol,early,10,single,99.8,230.8,1,0,,3293.6,,0.956,3293.6,Sorghum,240
1969,"Myall Vale, NSW",Grey Vertosol,early,10,single,115.2,171.4,1,0,,4183.4,,0.974,4183.4,Sorghum,240
1970,"Myall Vale, NSW",Grey Vertosol,early,10,single,129.4,238.8,4,1,,5237,,0.972,5237,Sorghum,240
1971,"Myall Vale, NSW",Grey Vertosol,early,10,single,120.2,355.3,0,0,,5326.9,,1,5326.9,Sorghum,240
1972,"Myall Vale, NSW",Grey Vertosol,early,10,single,104,200.1,5,0,,4066.3,,1,4066.3,Sorghum,240
1973,"Myall Vale, NSW",Grey Vertosol,early,10,single,104.5,266.7,5,2,,4656.2,,1,4656.2,Sorghum,240
1974,"Myall Vale, NSW",Grey Vertosol,early,10,single,156.7,117.6,3,0,,4726,,1,4726,Sorghum,240
1975,"Myall Vale, NSW",Grey Vertosol,early,10,single,219.2,316.9,0,0,,5605.1,,1,5605.1,Sorghum,240
1976,"Myall Vale, NSW",Grey Vertosol,early,10,single,136.5,368.4,0,0,,5818.9,,1,5818.9,Sorghum,240
1977,"Myall Vale, NSW",Grey Vertosol,early,10,single,248.6,525.8,0,0,,5623.4,,0.957,5623.4,Sorghum,240
1978,"Myall Vale, NSW",Grey Vertosol,early,10,single,117.6,164.6,5,0,,4429.6,,0.86,4429.6,Sorghum,240
1979,"Myall Vale, NSW",Grey Vertosol,early,10,single,113.5,168.4,5,0,,4519.9,,0.85,4519.9,Sorghum,240
1980,"Myall Vale, NSW",Grey Vertosol,early,10,single,101.1,49.6,1,0,,1232,,0.794,1232,Sorghum,240
1981,"Myall Vale, NSW",Grey Vertosol,early,10,single,97.5,87.2,2,0,,1167.9,,0.814,1167.9,Sorghum,240
1982,"Myall Vale, NSW",Grey Vertosol,early,10,single,137.7,258,0,0,,4853.5,,0.778,4853.5,Sorghum,240
1983,"Myall Vale, NSW",Grey Vertosol,early,10,single,134.3,144.2,4,1,,2366.4,,0.809,2366.4,Sorghum,240
1984,"Myall Vale, NSW",Grey Vertosol,early,10,single,189.9,414.3,3,1,,5767.6,,1,5767.6,Sorghum,240
1985,"Myall Vale, NSW",Grey Vertosol,early,10,single,114.3,112.7,1,0,,4056.3,,0.872,4056.3,Sorghum,240
1986,"Myall Vale, NSW",Grey Vertosol,early,10,single,112.4,96.7,5,0,,1047.3,,0.999,1047.3,Sorghum,240
1987,"Myall Vale, NSW",Grey Vertosol,early,10,single,98.5,116.2,4,0,,3733.1,,1,3733.1,Sorghum,240
1988,"Myall Vale, NSW",Grey Vertosol,early,10,single,216.1,339.3,0,0,,5689.9,,1,5689.9,Sorghum,240
1989,"Myall Vale, NSW",Grey Vertosol,early,10,single,269.7,264.4,3,0,,4923.1,,1,4923.1,Sorghum,240
1990,"Myall Vale, NSW",Grey Vertosol,early,10,single,286.4,347.8,3,2,,5097.3,,1,5097.3,Sorghum,240
1991,"Myall Vale, NSW",Grey Vertosol,early,10,single,120.7,201.9,6,0,,5386.8,,0.934,5386.8,Sorghum,240
1992,"Myall Vale, NSW",Grey Vertosol,early,10,single,118.8,132.6,0,0,,5112.4,,0.938,5112.4,Sorghum,240
1993,"Myall Vale, NSW",Grey Vertosol,early,10,single,101,79.9,3,0,,876.2,,0.993,876.2,Sorghum,240
1994,"Myall Vale, NSW",Grey Vertosol,early,10,single,127.6,157.4,0,0,,5386.2,,1,5386.2,Sorghum,240
1995,"Myall Vale, NSW",Grey Vertosol,early,10,single,99.6,210.7,3,2,,2053.6,,1,2053.6,Sorghum,240
1996,"Myall Vale, NSW",Grey Vertosol,early,10,single,150.1,187,2,0,,3891.4,,0.969,3891.4,Sorghum,240
1997,"Myall Vale, NSW",Grey Vertosol,early,10,single,123.1,327.4,0,0,,5266.3,,0.942,5266.3,Sorghum,240
1998,"Myall Vale, NSW",Grey Vertosol,early,10,single,126.8,209.4,6,4,,2431.6,,0.934,2431.6,Sorghum,240
1999,"Myall Vale, NSW",Grey Vertosol,early,10,single,175.7,253.7,5,0,,4779.2,,0.834,4779.2,Sorghum,240
2000,"Myall Vale, NSW",Grey Vertosol,early,10,single,190.6,239.7,0,0,,5346.3,,0.999,5346.3,Sorghum,240
2001,"Myall Vale, NSW",Grey Vertosol,early,10,single,117.5,305.4,1,0,,5084.6,,0.952,5084.6,Sorghum,240
2002,"Myall Vale, NSW",Grey Vertosol,early,10,single,107,110.3,5,1,,4496.2,,0.937,4496.2,Sorghum,240
2003,"Myall Vale, NSW",Grey Vertosol,early,10,single,111.3,239,0,0,,3717,,1,3717,Sorghum,240
2004,"Myall Vale, NSW",Grey Vertosol,early,10,single,102.4,362.1,2,1,,3279.5,,0.468,3279.5,Sorghum,240
2005,"Myall Vale, NSW",Grey Vertosol,early,10,single,109.6,87.7,5,0,,3298.8,,0.89,3298.8,Sorghum,240
2006,"Myall Vale, NSW",Grey Vertosol,early,10,single,123.8,177.8,6,0,,5501.4,,0.984,5501.4,Sorghum,240
2007,"Myall Vale, NSW",Grey Vertosol,early,10,single,127.9,161.1,0,0,,862.4,,0.958,862.4,Sorghum,240
2008,"Myall Vale, NSW",Grey Vertosol,early,10,single,100.6,213.2,2,0,,4294.7,,0.974,4294.7,Sorghum,240
2009,"Myall Vale, NSW",Grey Vertosol,early,10,single,101.6,173,1,0,,4317.1,,1,4317.1,Sorghum,240
2010,"Myall Vale, NSW",Grey Vertosol,early,10,single,127.9,185.6,0,0,,5533.2,,0.995,5533.2,Sorghum,240
2011,"Myall Vale, NSW",Grey Vertosol,early,10,single,118.9,114.7,0,0,,4715.6,,0.941,4715.6,Sorghum,240
2012,"Myall Vale, NSW",Grey Vertosol,early,10,single,123,359.3,0,0,,5512.4,,1,5512.4,Sorghum,240
2013,"Myall Vale, NSW",Grey Vertosol,early,10,single,116.5,273.6,0,0,,5828.6,,1,5828.6,Sorghum,240
2014,"Myall Vale, NSW",Grey Vertosol,early,10,single,171.9,262.4,0,0,,2050.3,,1,2050.3,Sorghum,240
2015,"Myall Vale, NSW",Grey Vertosol,early,10,single,178.6,216.2,2,0,,2705.3,,0.941,2705.3,Sorghum,240
2016,"Myall Vale, NSW",Grey Vertosol,early,10,single,102.2,138.5,5,2,,2867.9,,0.782,2867.9,Sorghum,240
2017,"Myall Vale, NSW",Grey Vertosol,early,10,single,114,168.6,0,0,,4931,,0.84,4931,Sorghum,240
1957,"Tulloona, NSW",Grey Clay,early,10,single,12.5,213.7,2,0,,3542.3,,1,3542.3,Sorghum,240
1958,"Tulloona, NSW",Grey Clay,early,10,single,37.9,296.9,3,0,,2704.3,,0.905,2704.3,Sorghum,240
1959,"Tulloona, NSW",Grey Clay,early,10,single,53.7,322.9,2,0,,5316.2,,0.987,5316.2,Sorghum,240
1960,"Tulloona, NSW",Grey Clay,early,10,single,14.4,177.8,5,0,,4237.1,,0.835,4237.1,Sorghum,240
1961,"Tulloona, NSW",Grey Clay,early,10,single,12.7,190.7,0,0,,2906.2,,0.972,2906.2,Sorghum,240
1962,"Tulloona, NSW",Grey Clay,early,10,single,122.1,309,0,0,,5150.4,,0.946,5150.4,Sorghum,240
1963,"Tulloona, NSW",Grey Clay,early,10,single,74.6,269.3,1,0,,5077.4,,0.897,5077.4,Sorghum,240
1964,"Tulloona, NSW",Grey Clay,early,10,single,38.6,119.2,1,0,,4311.7,,0.94,4311.7,Sorghum,240
1965,"Tulloona, NSW",Grey Clay,early,10,single,20.7,46.5,0,0,,0,,0.707,0,Sorghum,240
1966,"Tulloona, NSW",Grey Clay,early,10,single,19.4,96.5,0,0,,0,,0.822,0,Sorghum,240
1967,"Tulloona, NSW",Grey Clay,early,10,single,24.5,140.7,0,0,,5039.6,,0.922,5039.6,Sorghum,240
1968,"Tulloona, NSW",Grey Clay,early,10,single,20.2,152.6,1,0,,2066.3,,0.992,2066.3,Sorghum,240
1969,"Tulloona, NSW",Grey Clay,early,10,single,20.5,154.4,3,0,,2834.7,,1,2834.7,Sorghum,240
1970,"Tulloona, NSW",Grey Clay,early,10,single,62.1,233.8,2,1,,5856,,0.964,5856,Sorghum,240
1971,"Tulloona, NSW",Grey Clay,early,10,single,132.6,359.4,0,0,,5059.4,,1,5059.4,Sorghum,240
1972,"Tulloona, NSW",Grey Clay,early,10,single,106.9,169.5,2,0,,5879.4,,1,5879.4,Sorghum,240
1973,"Tulloona, NSW",Grey Clay,early,10,single,128.4,205.8,2,0,,5629.6,,0.973,5629.6,Sorghum,240
1974,"Tulloona, NSW",Grey Clay,early,10,single,88.8,92.6,5,0,,5824,,0.975,5824,Sorghum,240
1975,"Tulloona, NSW",Grey Clay,early,10,single,116.9,253,0,0,,5642.3,,1,5642.3,Sorghum,240
1976,"Tulloona, NSW",Grey Clay,early,10,single,159.7,445.1,0,0,,5416,,1,5416,Sorghum,240
1977,"Tulloona, NSW",Grey Clay,early,10,single,228.2,312.5,0,0,,5609.5,,1,5609.5,Sorghum,240
1978,"Tulloona, NSW",Grey Clay,early,10,single,99.2,245,0,0,,5751.5,,0.953,5751.5,Sorghum,240
1979,"Tulloona, NSW",Grey Clay,early,10,single,105.4,107.7,0,0,,5635.6,,0.941,5635.6,Sorghum,240
1980,"Tulloona, NSW",Grey Clay,early,10,single,32,84.1,4,0,,3822.4,,0.886,3822.4,Sorghum,240
1981,"Tulloona, NSW",Grey Clay,early,10,single,145.4,269,0,0,,188.8,,0.962,188.8,Sorghum,240
1982,"Tulloona, NSW",Grey Clay,early,10,single,114.6,239.6,0,0,,5117.7,,0.808,5117.7,Sorghum,240
1983,"Tulloona, NSW",Grey Clay,early,10,single,47.5,144.8,5,1,,4390,,0.74,4390,Sorghum,240
1984,"Tulloona, NSW",Grey Clay,early,10,single,198.9,309.9,5,0,,5876.8,,1,5876.8,Sorghum,240
1985,"Tulloona, NSW",Grey Clay,early,10,single,151.4,154.5,0,0,,5816.7,,0.896,5816.7,Sorghum,240
1986,"Tulloona, NSW",Grey Clay,early,10,single,33.1,52.7,1,0,,5116.4,,0.963,5116.4,Sorghum,240
1987,"Tulloona, NSW",Grey Clay,early,10,single,30.5,207.3,1,0,,3921.3,,1,3921.3,Sorghum,240
1988,"Tulloona, NSW",Grey Clay,early,10,single,251.6,499.3,0,0,,5644.9,,1,5644.9,Sorghum,240
1989,"Tulloona, NSW",Grey Clay,early,10,single,259.7,272.6,4,0,,5469.3,,1,5469.3,Sorghum,240
1990,"Tulloona, NSW",Grey Clay,early,10,single,220.3,231.7,2,0,,5222.7,,1,5222.7,Sorghum,240
1991,"Tulloona, NSW",Grey Clay,early,10,single,96.7,205,2,0,,6300,,0.995,6300,Sorghum,240
1992,"Tulloona, NSW",Grey Clay,early,10,single,35.9,109.4,0,0,,5376.7,,0.989,5376.7,Sorghum,240
1993,"Tulloona, NSW",Grey Clay,early,10,single,64.5,187.7,0,0,,0,,1,0,Sorghum,240
1994,"Tulloona, NSW",Grey Clay,early,10,single,79.4,246.8,0,0,,5358,,1,5358,Sorghum,240
1995,"Tulloona, NSW",Grey Clay,early,10,single,28.8,292.7,4,1,,5462.7,,1,5462.7,Sorghum,240
1996,"Tulloona, NSW",Grey Clay,early,10,single,148.1,341.6,1,0,,5890.6,,1,5890.6,Sorghum,240
1997,"Tulloona, NSW",Grey Clay,early,10,single,122.5,239.5,1,0,,5966.1,,0.997,5966.1,Sorghum,240
1998,"Tulloona, NSW",Grey Clay,early,10,single,32.4,51,4,0,,4022.4,,0.983,4022.4,Sorghum,240
1999,"Tulloona, NSW",Grey Clay,early,10,single,196.6,247.7,2,0,,5071.8,,0.871,5071.8,Sorghum,240
2000,"Tulloona, NSW",Grey Clay,early,10,single,199.4,214.9,0,0,,5548.1,,1,5548.1,Sorghum,240
2001,"Tulloona, NSW",Grey Clay,early,10,single,141.7,317.6,1,0,,6352.3,,1,6352.3,Sorghum,240
2002,"Tulloona, NSW",Grey Clay,early,10,single,82,165.4,4,1,,5759.7,,0.988,5759.7,Sorghum,240
2003,"Tulloona, NSW",Grey Clay,early,10,single,36.3,161.4,0,0,,635.4,,0.932,635.4,Sorghum,240
2004,"Tulloona, NSW",Grey Clay,early,10,single,59.7,343.7,2,1,,4210.9,,0.55,4210.9,Sorghum,240
2005,"Tulloona, NSW",Grey Clay,early,10,single,26.6,33.7,5,0,,1920.7,,0.942,1920.7,Sorghum,240
2006,"Tulloona, NSW",Grey Clay,early,10,single,134.4,246,5,0,,5491.4,,0.987,5491.4,Sorghum,240
2007,"Tulloona, NSW",Grey Clay,early,10,single,31.2,72.9,3,0,,2708.3,,0.974,2708.3,Sorghum,240
2008,"Tulloona, NSW",Grey Clay,early,10,single,29.5,149.8,0,0,,1416.5,,0.985,1416.5,Sorghum,240
2009,"Tulloona, NSW",Grey Clay,early,10,single,30,233.9,2,0,,4797.5,,1,4797.5,Sorghum,240
2010,"Tulloona, NSW",Grey Clay,early,10,single,28.6,181.3,0,0,,4465.8,,0.993,4465.8,Sorghum,240
2011,"Tulloona, NSW",Grey Clay,early,10,single,39.2,152.7,3,0,,5461.8,,0.962,5461.8,Sorghum,240
2012,"Tulloona, NSW",Grey Clay,early,10,single,129.8,307.8,0,0,,5562.5,,1,5562.5,Sorghum,240
2013,"Tulloona, NSW",Grey Clay,early,10,single,159.5,402.2,0,0,,5498.1,,1,5498.1,Sorghum,240
2014,"Tulloona, NSW",Grey Clay,early,10,single,50.4,152.2,3,0,,4380.8,,0.753,4380.8,Sorghum,240
2015,"Tulloona, NSW",Grey Clay,early,10,single,74.1,296.4,0,0,,2550.9,,0.997,2550.9,Sorghum,240
2016,"Tulloona, NSW",Grey Clay,early,10,single,27.4,76.7,6,3,,1533,,0.823,1533,Sorghum,240
2017,"Tulloona, NSW",Grey Clay,early,10,single,31.3,196.1,2,0,,4046.4,,0.861,4046.4,Sorghum,240
1957,"Breeza, NSW",Black Vertosol,early,10,single,55.2,183.1,0,0,,4680.4,,1,4680.4,Sorghum,240
1958,"Breeza, NSW",Black Vertosol,early,10,single,15.6,168.4,0,0,,2649.6,,1,2649.6,Sorghum,240
1959,"Breeza, NSW",Black Vertosol,early,10,single,152.1,229.5,0,0,,5262.4,,1,5262.4,Sorghum,240
1960,"Breeza, NSW",Black Vertosol,early,10,single,76.3,128.4,1,0,,5322.5,,0.963,5322.5,Sorghum,240
1961,"Breeza, NSW",Black Vertosol,early,10,single,62.4,149.5,0,0,,5404.3,,0.995,5404.3,Sorghum,240
1962,"Breeza, NSW",Black Vertosol,early,10,single,113.1,228.3,0,0,,5212.2,,1,5212.2,Sorghum,240
1963,"Breeza, NSW",Black Vertosol,early,10,single,224.6,259.1,0,0,,4534.6,,0.946,4534.6,Sorghum,240
1964,"Breeza, NSW",Black Vertosol,early,10,single,290.8,351.7,0,0,,5446.7,,1,5446.7,Sorghum,240
1965,"Breeza, NSW",Black Vertosol,early,10,single,84.6,66.9,2,1,,4574.8,,0.739,4574.8,Sorghum,240
1966,"Breeza, NSW",Black Vertosol,early,10,single,76,91.4,1,0,,2160.7,,0.928,2160.7,Sorghum,240
1967,"Breeza, NSW",Black Vertosol,early,10,single,110,187.1,0,0,,5519,,1,5519,Sorghum,240
1968,"Breeza, NSW",Black Vertosol,early,10,single,72.7,158.3,1,0,,4282.9,,0.973,4282.9,Sorghum,240
1969,"Breeza, NSW",Black Vertosol,early,10,single,143.2,238.4,2,0,,5665.6,,1,5665.6,Sorghum,240
1970,"Breeza, NSW",Black Vertosol,early,10,single,170,227.4,1,0,,5993.5,,0.997,5993.5,Sorghum,240
1971,"Breeza, NSW",Black Vertosol,early,10,single,161,351.3,0,0,,5365.4,,1,5365.4,Sorghum,240
1972,"Breeza, NSW",Black Vertosol,early,10,single,154.7,219.7,0,0,,5709.4,,1,5709.4,Sorghum,240
1973,"Breeza, NSW",Black Vertosol,early,10,single,151,209,6,1,,5491.2,,1,5491.2,Sorghum,240
1974,"Breeza, NSW",Black Vertosol,early,10,single,154.2,107.4,1,0,,5229,,1,5229,Sorghum,240
1975,"Breeza, NSW",Black Vertosol,early,10,single,89.5,207.9,0,0,,5342.3,,1,5342.3,Sorghum,240
1976,"Breeza, NSW",Black Vertosol,early,10,single,215.5,462.5,0,0,,5398.1,,1,5398.1,Sorghum,240
1977,"Breeza, NSW",Black Vertosol,early,10,single,294.6,508,0,0,,5521.2,,1,5521.2,Sorghum,240
1978,"Breeza, NSW",Black Vertosol,early,10,single,141.2,143.5,2,0,,5507.1,,0.965,5507.1,Sorghum,240
1979,"Breeza, NSW",Black Vertosol,early,10,single,143.4,137.9,0,0,,5489.9,,0.871,5489.9,Sorghum,240
1980,"Breeza, NSW",Black Vertosol,early,10,single,78.8,64.3,1,0,,3181.1,,0.899,3181.1,Sorghum,240
1981,"Breeza, NSW",Black Vertosol,early,10,single,75.8,127.6,2,0,,1532.9,,0.921,1532.9,Sorghum,240
1982,"Breeza, NSW",Black Vertosol,early,10,single,149.9,204.8,0,0,,5245.1,,0.917,5245.1,Sorghum,240
1983,"Breeza, NSW",Black Vertosol,early,10,single,191.9,253.5,0,0,,2422.2,,0.892,2422.2,Sorghum,240
1984,"Breeza, NSW",Black Vertosol,early,10,single,207.7,374.6,2,0,,5212.2,,1,5212.2,Sorghum,240
1985,"Breeza, NSW",Black Vertosol,early,10,single,146.8,133.1,0,0,,5690.5,,0.96,5690.5,Sorghum,240
1986,"Breeza, NSW",Black Vertosol,early,10,single,76.5,113.7,2,0,,4653,,1,4653,Sorghum,240
1987,"Breeza, NSW",Black Vertosol,early,10,single,123.9,239.8,0,0,,5513.8,,1,5513.8,Sorghum,240
1988,"Breeza, NSW",Black Vertosol,early,10,single,145.8,227.5,0,0,,5434.3,,1,5434.3,Sorghum,240
1989,"Breeza, NSW",Black Vertosol,early,10,single,223.4,244.3,3,0,,5046.6,,1,5046.6,Sorghum,240
1990,"Breeza, NSW",Black Vertosol,early,10,single,324.5,314.2,2,1,,4677.7,,1,4677.7,Sorghum,240
1991,"Breeza, NSW",Black Vertosol,early,10,single,112.7,210.9,3,0,,6166.6,,1,6166.6,Sorghum,240
1992,"Breeza, NSW",Black Vertosol,early,10,single,181.4,256,0,0,,5530.3,,1,5530.3,Sorghum,240
1993,"Breeza, NSW",Black Vertosol,early,10,single,86.3,132.7,1,0,,5561.9,,1,5561.9,Sorghum,240
1994,"Breeza, NSW",Black Vertosol,early,10,single,187.8,167.9,0,0,,5163.6,,1,5163.6,Sorghum,240
1995,"Breeza, NSW",Black Vertosol,early,10,single,83.1,118.8,0,0,,4017.4,,1,4017.4,Sorghum,240
1996,"Breeza, NSW",Black Vertosol,early,10,single,129.3,234.1,0,0,,5206.1,,1,5206.1,Sorghum,240
1997,"Breeza, NSW",Black Vertosol,early,10,single,134.6,280.9,0,0,,5643.6,,0.997,5643.6,Sorghum,240
1998,"Breeza, NSW",Black Vertosol,early,10,single,91.8,51.9,3,2,,3201.3,,0.977,3201.3,Sorghum,240
1999,"Breeza, NSW",Black Vertosol,early,10,single,266.5,256.2,2,0,,4725.2,,0.942,4725.2,Sorghum,240
2000,"Breeza, NSW",Black Vertosol,early,10,single,233.4,196.1,0,0,,4712.5,,1,4712.5,Sorghum,240
2001,"Breeza, NSW",Black Vertosol,early,10,single,286,297.3,0,0,,5415.1,,0.964,5415.1,Sorghum,240
2002,"Breeza, NSW",Black Vertosol,early,10,single,127.9,93.4,1,0,,5511.3,,0.995,5511.3,Sorghum,240
2003,"Breeza, NSW",Black Vertosol,early,10,single,108.7,165.7,0,0,,4763.6,,0.986,4763.6,Sorghum,240
2004,"Breeza, NSW",Black Vertosol,early,10,single,99,320.6,0,0,,3894.1,,0.601,3894.1,Sorghum,240
2005,"Breeza, NSW",Black Vertosol,early,10,single,78.3,115.8,2,0,,5022.4,,0.969,5022.4,Sorghum,240
2006,"Breeza, NSW",Black Vertosol,early,10,single,137.7,154.3,6,0,,5217.7,,0.962,5217.7,Sorghum,240
2007,"Breeza, NSW",Black Vertosol,early,10,single,122.3,207.8,1,0,,5684.3,,1,5684.3,Sorghum,240
2008,"Breeza, NSW",Black Vertosol,early,10,single,164.5,186.4,1,0,,3930.7,,1,3930.7,Sorghum,240
2009,"Breeza, NSW",Black Vertosol,early,10,single,203.4,215.1,0,0,,5346.4,,0.996,5346.4,Sorghum,240
2010,"Breeza, NSW",Black Vertosol,early,10,single,176,165,0,0,,5292.2,,1,5292.2,Sorghum,240
2011,"Breeza, NSW",Black Vertosol,early,10,single,142.8,113.2,1,0,,5176.5,,0.963,5176.5,Sorghum,240
2012,"Breeza, NSW",Black Vertosol,early,10,single,184.1,247.4,0,0,,5043.7,,1,5043.7,Sorghum,240
2013,"Breeza, NSW",Black Vertosol,early,10,single,190.6,292.2,0,0,,5566.3,,1,5566.3,Sorghum,240
2014,"Breeza, NSW",Black Vertosol,early,10,single,169.9,182.1,0,0,,5119.5,,0.948,5119.5,Sorghum,240
2015,"Breeza, NSW",Black Vertosol,early,10,single,102.5,186.2,2,0,,4459.3,,1,4459.3,Sorghum,240
2016,"Breeza, NSW",Black Vertosol,early,10,single,97.3,152.4,0,0,,1542.6,,0.809,1542.6,Sorghum,240
2017,"Breeza, NSW",Black Vertosol,early,10,single,123.5,194.7,2,0,,4640,,0.879,4640,Sorghum,240
1957,"Spring Ridge, NSW",Black Vertosol,early,10,single,74.3,170.7,1,0,,5217.2,,1,5217.2,Sorghum,240
1958,"Spring Ridge, NSW",Black Vertosol,early,10,single,41.9,157.7,0,0,,1123.6,,0.982,1123.6,Sorghum,240
1959,"Spring Ridge, NSW",Black Vertosol,early,10,single,149.1,177.7,0,0,,5126.1,,1,5126.1,Sorghum,240
1960,"Spring Ridge, NSW",Black Vertosol,early,10,single,80.9,141.8,1,0,,4107.4,,0.971,4107.4,Sorghum,240
1961,"Spring Ridge, NSW",Black Vertosol,early,10,single,108,205.5,0,0,,4357.8,,0.995,4357.8,Sorghum,240
1962,"Spring Ridge, NSW",Black Vertosol,early,10,single,129.8,226,0,0,,5265.3,,1,5265.3,Sorghum,240
1963,"Spring Ridge, NSW",Black Vertosol,early,10,single,153.6,186.8,0,0,,4978.8,,0.954,4978.8,Sorghum,240
1964,"Spring Ridge, NSW",Black Vertosol,early,10,single,257.2,283,1,0,,5494.2,,1,5494.2,Sorghum,240
1965,"Spring Ridge, NSW",Black Vertosol,early,10,single,130,35.8,1,1,,4032.4,,0.754,4032.4,Sorghum,240
1966,"Spring Ridge, NSW",Black Vertosol,early,10,single,122.8,65.7,0,0,,0,,0.982,0,Sorghum,240
1967,"Spring Ridge, NSW",Black Vertosol,early,10,single,217.5,210.1,0,0,,5207.4,,1,5207.4,Sorghum,240
1968,"Spring Ridge, NSW",Black Vertosol,early,10,single,158.8,173.7,1,0,,5623.8,,0.978,5623.8,Sorghum,240
1969,"Spring Ridge, NSW",Black Vertosol,early,10,single,209.5,251.1,2,0,,5758.1,,1,5758.1,Sorghum,240
1970,"Spring Ridge, NSW",Black Vertosol,early,10,single,258.4,205.3,0,0,,5101.3,,1,5101.3,Sorghum,240
1971,"Spring Ridge, NSW",Black Vertosol,early,10,single,292.5,378.6,0,0,,5293.1,,1,5293.1,Sorghum,240
1972,"Spring Ridge, NSW",Black Vertosol,early,10,single,275.9,199,0,0,,5635.6,,1,5635.6,Sorghum,240
1973,"Spring Ridge, NSW",Black Vertosol,early,10,single,287.4,241.6,4,1,,5468.1,,1,5468.1,Sorghum,240
1974,"Spring Ridge, NSW",Black Vertosol,early,10,single,311.5,121,1,0,,5166.3,,1,5166.3,Sorghum,240
1975,"Spring Ridge, NSW",Black Vertosol,early,10,single,230.7,152.6,0,0,,5080.1,,1,5080.1,Sorghum,240
1976,"Spring Ridge, NSW",Black Vertosol,early,10,single,365.1,552.4,0,0,,5327,,1,5327,Sorghum,240
1977,"Spring Ridge, NSW",Black Vertosol,early,10,single,407.1,432.8,0,0,,5456.7,,1,5456.7,Sorghum,240
1978,"Spring Ridge, NSW",Black Vertosol,early,10,single,268.1,123.3,2,0,,5332.3,,0.964,5332.3,Sorghum,240
1979,"Spring Ridge, NSW",Black Vertosol,early,10,single,257.1,121.6,0,0,,5477.3,,0.864,5477.3,Sorghum,240
1980,"Spring Ridge, NSW",Black Vertosol,early,10,single,165.9,64.2,1,0,,5657.9,,0.908,5657.9,Sorghum,240
1981,"Spring Ridge, NSW",Black Vertosol,early,10,single,151.9,174.8,0,0,,5627,,0.922,5627,Sorghum,240
1982,"Spring Ridge, NSW",Black Vertosol,early,10,single,229.1,211.8,0,0,,5343.6,,0.932,5343.6,Sorghum,240
1983,"Spring Ridge, NSW",Black Vertosol,early,10,single,257.2,272.6,3,3,,4282.7,,0.902,4282.7,Sorghum,240
1984,"Spring Ridge, NSW",Black Vertosol,early,10,single,367.4,384.2,1,0,,4906.6,,1,4906.6,Sorghum,240
1985,"Spring Ridge, NSW",Black Vertosol,early,10,single,263.8,108,0,0,,5706.5,,0.957,5706.5,Sorghum,240
1986,"Spring Ridge, NSW",Black Vertosol,early,10,single,153.7,120.6,3,0,,6156.4,,1,6156.4,Sorghum,240
1987,"Spring Ridge, NSW",Black Vertosol,early,10,single,305.7,353,0,0,,5533.9,,1,5533.9,Sorghum,240
