year,location,Soil,cultivar,sowing date,sowing configuration,esw,gsr,nheat,nheat2,Maturity Date,yield,nfrost,multiplier,frost yield,crop,crop price
1988,"Spring Ridge, NSW",Black Vertosol,early,10,single,360.2,265.4,0,0,,5282.6,,1,5282.6,Sorghum,240
1989,"Spring Ridge, NSW",Black Vertosol,early,10,single,445,316.6,3,0,,4779.8,,1,4779.8,Sorghum,240
1990,"Spring Ridge, NSW",Black Vertosol,early,10,single,458.8,444,2,1,,4501.2,,1,4501.2,Sorghum,240
1991,"Spring Ridge, NSW",Black Vertosol,early,10,single,241.2,328,2,0,,6284,,1,6284,Sorghum,240
1992,"Spring Ridge, NSW",Black Vertosol,early,10,single,314.1,294.6,0,0,,5557.1,,1,5557.1,Sorghum,240
1993,"Spring Ridge, NSW",Black Vertosol,early,10,single,227.2,151.4,0,0,,5992,,1,5992,Sorghum,240
1994,"Spring Ridge, NSW",Black Vertosol,early,10,single,296.4,130.8,0,0,,5191.6,,0.988,5191.6,Sorghum,240
1995,"Spring Ridge, NSW",Black Vertosol,early,10,single,152.8,109.2,0,0,,5354.1,,1,5354.1,Sorghum,240
1996,"Spring Ridge, NSW",Black Vertosol,early,10,single,238.1,203,0,0,,5163.7,,1,5163.7,Sorghum,240
1997,"Spring Ridge, NSW",Black Vertosol,early,10,single,265.6,285.4,0,0,,5567,,0.997,5567,Sorghum,240
1998,"Spring Ridge, NSW",Black Vertosol,early,10,single,200.4,82.2,3,2,,4789,,0.979,4789,Sorghum,240
1999,"Spring Ridge, NSW",Black Vertosol,early,10,single,389.9,248.6,0,0,,4716.2,,0.951,4716.2,Sorghum,240
2000,"Spring Ridge, NSW",Black Vertosol,early,10,single,344,178.2,0,0,,4589.6,,1,4589.6,Sorghum,240
2001,"Spring Ridge, NSW",Black Vertosol,early,10,single,343.8,190.8,0,0,,5383.7,,0.961,5383.7,Sorghum,240
2002,"Spring Ridge, NSW",Black Vertosol,early,10,single,217.8,128.2,1,0,,5581.9,,0.998,5581.9,Sorghum,240
2003,"Spring Ridge, NSW",Black Vertosol,early,10,single,195.4,164.2,0,0,,5049.9,,0.992,5049.9,Sorghum,240
2004,"Spring Ridge, NSW",Black Vertosol,early,10,single,205,299,0,0,,4198.9,,0.6,4198.9,Sorghum,240
2005,"Spring Ridge, NSW",Black Vertosol,early,10,single,165.4,95.8,1,0,,5809.5,,0.98,5809.5,Sorghum,240
2006,"Spring Ridge, NSW",Black Vertosol,early,10,single,189.4,159.8,4,0,,5336.6,,0.982,5336.6,Sorghum,240
2007,"Spring Ridge, NSW",Black Vertosol,early,10,single,157.2,203.4,1,0,,5205,,1,5205,Sorghum,240
2008,"Spring Ridge, NSW",Black Vertosol,early,10,single,202.2,167.8,0,0,,3189.5,,1,3189.5,Sorghum,240
2009,"Spring Ridge, NSW",Black Vertosol,early,10,single,330.3,252.8,0,0,,5331.7,,0.997,5331.7,Sorghum,240
2010,"Spring Ridge, NSW",Black Vertosol,early,10,single,327,221.8,0,0,,5275.4,,1,5275.4,Sorghum,240
2011,"Spring Ridge, NSW",Black Vertosol,early,10,single,295.7,148.6,0,0,,5251.9,,0.98,5251.9,Sorghum,240
2012,"Spring Ridge, NSW",Black Vertosol,early,10,single,367.3,320.3,0,0,,4992,,1,4992,Sorghum,240
2013,"Spring Ridge, NSW",Black Vertosol,early,10,single,329,336,0,0,,5503,,1,5503,Sorghum,240
2014,"Spring Ridge, NSW",Black Vertosol,early,10,single,340.4,223.2,0,0,,5042.2,,0.945,5042.2,Sorghum,240
2015,"Spring Ridge, NSW",Black Vertosol,early,10,single,209.2,174.3,2,0,,5574.7,,1,5574.7,Sorghum,240
2016,"Spring Ridge, NSW",Black Vertosol,early,10,single,139.1,103.2,3,0,,2488.4,,0.835,2488.4,Sorghum,240
2017,"Spring Ridge, NSW",Black Vertosol,early,10,single,197.2,203.3,1,0,,4785.2,,0.892,4785.2,Sorghum,240
1957,"Inglestone, QLD",Grey Vertosol,early,10,single,17.5,164.4,1,0,,3534.5,,0.969,3534.5,Sorghum,240
1958,"Inglestone, QLD",Grey Vertosol,early,10,single,13,222.7,0,0,,2122,,0.962,2122,Sorghum,240
1959,"Inglestone, QLD",Grey Vertosol,early,10,single,168,427.1,0,0,,5497.5,,1,5497.5,Sorghum,240
1960,"Inglestone, QLD",Grey Vertosol,early,10,single,125.6,188.6,5,0,,4754.9,,0.877,4754.9,Sorghum,240
1961,"Inglestone, QLD",Grey Vertosol,early,10,single,79.2,171.1,0,0,,3470.4,,1,3470.4,Sorghum,240
1962,"Inglestone, QLD",Grey Vertosol,early,10,single,260.5,401.8,0,0,,5073.4,,0.973,5073.4,Sorghum,240
1963,"Inglestone, QLD",Grey Vertosol,early,10,single,240.8,346.1,3,0,,5090.3,,0.966,5090.3,Sorghum,240
1964,"Inglestone, QLD",Grey Vertosol,early,10,single,95.5,151.5,1,1,,4661.3,,0.899,4661.3,Sorghum,240
1965,"Inglestone, QLD",Grey Vertosol,early,10,single,79.4,46.9,2,1,,1371.1,,0.817,1371.1,Sorghum,240
1966,"Inglestone, QLD",Grey Vertosol,early,10,single,74.9,168.9,1,0,,1794.8,,0.931,1794.8,Sorghum,240
1967,"Inglestone, QLD",Grey Vertosol,early,10,single,72.3,107.8,0,0,,3958.4,,0.938,3958.4,Sorghum,240
1968,"Inglestone, QLD",Grey Vertosol,early,10,single,70.7,186.4,1,0,,3677.5,,0.975,3677.5,Sorghum,240
1969,"Inglestone, QLD",Grey Vertosol,early,10,single,74.8,133.4,2,0,,4171.6,,0.996,4171.6,Sorghum,240
1970,"Inglestone, QLD",Grey Vertosol,early,10,single,89.2,143.7,2,2,,4194.5,,0.972,4194.5,Sorghum,240
1971,"Inglestone, QLD",Grey Vertosol,early,10,single,108.3,242.9,0,0,,4819.6,,1,4819.6,Sorghum,240
1972,"Inglestone, QLD",Grey Vertosol,early,10,single,100.8,177.1,1,0,,5443.7,,1,5443.7,Sorghum,240
1973,"Inglestone, QLD",Grey Vertosol,early,10,single,78.1,170.3,4,0,,4245.8,,0.983,4245.8,Sorghum,240
1974,"Inglestone, QLD",Grey Vertosol,early,10,single,94.7,120.8,5,0,,5128.1,,1,5128.1,Sorghum,240
1975,"Inglestone, QLD",Grey Vertosol,early,10,single,80.9,136.9,2,0,,4107.5,,1,4107.5,Sorghum,240
1976,"Inglestone, QLD",Grey Vertosol,early,10,single,137.4,276.8,0,0,,5509,,1,5509,Sorghum,240
1977,"Inglestone, QLD",Grey Vertosol,early,10,single,136.1,269.4,0,0,,5387.3,,1,5387.3,Sorghum,240
1978,"Inglestone, QLD",Grey Vertosol,early,10,single,82.5,256.9,0,0,,3885.1,,0.899,3885.1,Sorghum,240
1979,"Inglestone, QLD",Grey Vertosol,early,10,single,124.9,150.4,0,0,,5053.4,,0.893,5053.4,Sorghum,240
1980,"Inglestone, QLD",Grey Vertosol,early,10,single,108.5,65.2,3,0,,2122.6,,0.883,2122.6,Sorghum,240
1981,"Inglestone, QLD",Grey Vertosol,early,10,single,92.2,85.9,2,1,,2062.4,,0.968,2062.4,Sorghum,240
1982,"Inglestone, QLD",Grey Vertosol,early,10,single,171.2,249.9,1,0,,4710.8,,0.816,4710.8,Sorghum,240
1983,"Inglestone, QLD",Grey Vertosol,early,10,single,91.4,126.1,5,1,,3921.4,,0.728,3921.4,Sorghum,240
1984,"Inglestone, QLD",Grey Vertosol,early,10,single,161.9,300.5,5,1,,5594.3,,1,5594.3,Sorghum,240
1985,"Inglestone, QLD",Grey Vertosol,early,10,single,95.9,108.6,0,0,,5066.2,,0.896,5066.2,Sorghum,240
1986,"Inglestone, QLD",Grey Vertosol,early,10,single,81.1,85,2,0,,1916.7,,1,1916.7,Sorghum,240
1987,"Inglestone, QLD",Grey Vertosol,early,10,single,74.6,79.1,3,0,,1668.9,,1,1668.9,Sorghum,240
1988,"Inglestone, QLD",Grey Vertosol,early,10,single,280.7,458.3,0,0,,5347.3,,1,5347.3,Sorghum,240
1989,"Inglestone, QLD",Grey Vertosol,early,10,single,219.4,190.8,4,0,,4916.9,,0.997,4916.9,Sorghum,240
1990,"Inglestone, QLD",Grey Vertosol,early,10,single,234.7,222.7,1,0,,4863,,0.993,4863,Sorghum,240
1991,"Inglestone, QLD",Grey Vertosol,early,10,single,99.6,168.1,1,0,,5792.2,,1,5792.2,Sorghum,240
1992,"Inglestone, QLD",Grey Vertosol,early,10,single,84.1,136.7,0,0,,3770.5,,0.992,3770.5,Sorghum,240
1993,"Inglestone, QLD",Grey Vertosol,early,10,single,73.7,78.6,0,0,,564.4,,0.988,564.4,Sorghum,240
1994,"Inglestone, QLD",Grey Vertosol,early,10,single,115.9,265.7,0,0,,5269.2,,1,5269.2,Sorghum,240
1995,"Inglestone, QLD",Grey Vertosol,early,10,single,72.7,191.6,4,1,,4162.7,,1,4162.7,Sorghum,240
1996,"Inglestone, QLD",Grey Vertosol,early,10,single,197.4,264.5,3,0,,4889,,0.988,4889,Sorghum,240
1997,"Inglestone, QLD",Grey Vertosol,early,10,single,137.8,277.4,2,0,,5815.2,,0.983,5815.2,Sorghum,240
1998,"Inglestone, QLD",Grey Vertosol,early,10,single,95.4,130.6,4,0,,3584.7,,0.988,3584.7,Sorghum,240
1999,"Inglestone, QLD",Grey Vertosol,early,10,single,164.7,244.6,0,0,,5163.7,,0.909,5163.7,Sorghum,240
2000,"Inglestone, QLD",Grey Vertosol,early,10,single,144.5,135.8,0,0,,5362.5,,1,5362.5,Sorghum,240
2001,"Inglestone, QLD",Grey Vertosol,early,10,single,94.5,202.5,2,0,,5353.6,,1,5353.6,Sorghum,240
2002,"Inglestone, QLD",Grey Vertosol,early,10,single,91.3,151,4,0,,4197.4,,0.993,4197.4,Sorghum,240
2003,"Inglestone, QLD",Grey Vertosol,early,10,single,116.9,212.6,0,0,,3333.8,,1,3333.8,Sorghum,240
2004,"Inglestone, QLD",Grey Vertosol,early,10,single,99,325.1,3,2,,4067.8,,0.566,4067.8,Sorghum,240
2005,"Inglestone, QLD",Grey Vertosol,early,10,single,79.9,50.7,4,0,,2551.2,,0.852,2551.2,Sorghum,240
2006,"Inglestone, QLD",Grey Vertosol,early,10,single,93.2,124.8,3,0,,5157.3,,0.965,5157.3,Sorghum,240
2007,"Inglestone, QLD",Grey Vertosol,early,10,single,86.6,119.8,0,0,,555.7,,0.931,555.7,Sorghum,240
2008,"Inglestone, QLD",Grey Vertosol,early,10,single,79.3,192.9,0,0,,5054.4,,0.974,5054.4,Sorghum,240
2009,"Inglestone, QLD",Grey Vertosol,early,10,single,70.3,146.9,1,0,,2474.3,,1,2474.3,Sorghum,240
2010,"Inglestone, QLD",Grey Vertosol,early,10,single,185.9,460.6,0,0,,5292.2,,1,5292.2,Sorghum,240
2011,"Inglestone, QLD",Grey Vertosol,early,10,single,189,254.5,0,0,,5819.7,,0.975,5819.7,Sorghum,240
2012,"Inglestone, QLD",Grey Vertosol,early,10,single,102.6,180.6,1,0,,5116.8,,0.998,5116.8,Sorghum,240
2013,"Inglestone, QLD",Grey Vertosol,early,10,single,89.5,264.4,0,0,,4861.4,,1,4861.4,Sorghum,240
2014,"Inglestone, QLD",Grey Vertosol,early,10,single,126.7,309,0,0,,4641.4,,0.984,4641.4,Sorghum,240
2015,"Inglestone, QLD",Grey Vertosol,early,10,single,97.7,166.7,5,1,,2417.5,,1,2417.5,Sorghum,240
2016,"Inglestone, QLD",Grey Vertosol,early,10,single,70.8,135.6,2,0,,1873.7,,0.805,1873.7,Sorghum,240
2017,"Inglestone, QLD",Grey Vertosol,early,10,single,181.3,352.7,3,0,,5195.1,,0.885,5195.1,Sorghum,240
1957,"Warra, QLD",Grey Vertosol,early,10,single,39.8,190.7,1,0,,4653.7,,0.989,4653.7,Sorghum,240
1958,"Warra, QLD",Grey Vertosol,early,10,single,65.3,281.5,0,0,,4241.6,,0.986,4241.6,Sorghum,240
1959,"Warra, QLD",Grey Vertosol,early,10,single,165.9,200.7,0,0,,5267.8,,1,5267.8,Sorghum,240
1960,"Warra, QLD",Grey Vertosol,early,10,single,145.8,159.5,2,0,,5500.1,,0.997,5500.1,Sorghum,240
1961,"Warra, QLD",Grey Vertosol,early,10,single,89.7,142.1,0,0,,4922.2,,1,4922.2,Sorghum,240
1962,"Warra, QLD",Grey Vertosol,early,10,single,244.2,284.9,0,0,,5152.3,,0.997,5152.3,Sorghum,240
1963,"Warra, QLD",Grey Vertosol,early,10,single,275.3,227.2,1,0,,5034,,0.998,5034,Sorghum,240
1964,"Warra, QLD",Grey Vertosol,early,10,single,254.6,214.5,2,0,,5496.4,,0.998,5496.4,Sorghum,240
1965,"Warra, QLD",Grey Vertosol,early,10,single,93.1,67.6,3,1,,5408,,0.962,5408,Sorghum,240
1966,"Warra, QLD",Grey Vertosol,early,10,single,152.1,223.8,0,0,,5520,,0.919,5520,Sorghum,240
1967,"Warra, QLD",Grey Vertosol,early,10,single,155.8,173,0,0,,5606.9,,0.981,5606.9,Sorghum,240
1968,"Warra, QLD",Grey Vertosol,early,10,single,103,105.9,0,0,,5248.7,,1,5248.7,Sorghum,240
1969,"Warra, QLD",Grey Vertosol,early,10,single,79.8,100.2,1,0,,2358.7,,0.907,2358.7,Sorghum,240
1970,"Warra, QLD",Grey Vertosol,early,10,single,90.5,249.5,1,0,,5283.7,,1,5283.7,Sorghum,240
1971,"Warra, QLD",Grey Vertosol,early,10,single,201,367.4,0,0,,4488.3,,1,4488.3,Sorghum,240
1972,"Warra, QLD",Grey Vertosol,early,10,single,218.5,243.9,0,0,,5203.9,,1,5203.9,Sorghum,240
1973,"Warra, QLD",Grey Vertosol,early,10,single,160,176,0,0,,5616,,1,5616,Sorghum,240
1974,"Warra, QLD",Grey Vertosol,early,10,single,151.1,120.2,0,0,,5510.6,,1,5510.6,Sorghum,240
1975,"Warra, QLD",Grey Vertosol,early,10,single,226.6,154.2,0,0,,5389.3,,1,5389.3,Sorghum,240
1976,"Warra, QLD",Grey Vertosol,early,10,single,266,242.2,0,0,,5115.4,,1,5115.4,Sorghum,240
1977,"Warra, QLD",Grey Vertosol,early,10,single,241.8,263.6,0,0,,5266.2,,1,5266.2,Sorghum,240
1978,"Warra, QLD",Grey Vertosol,early,10,single,199.4,240,0,0,,5425.6,,0.947,5425.6,Sorghum,240
1979,"Warra, QLD",Grey Vertosol,early,10,single,193.5,163.2,0,0,,5343.7,,0.993,5343.7,Sorghum,240
1980,"Warra, QLD",Grey Vertosol,early,10,single,112.3,162.4,0,0,,5740.3,,0.985,5740.3,Sorghum,240
1981,"Warra, QLD",Grey Vertosol,early,10,single,177.7,322.9,2,0,,5489.7,,1,5489.7,Sorghum,240
1982,"Warra, QLD",Grey Vertosol,early,10,single,154.1,216.4,0,0,,5105,,0.94,5105,Sorghum,240
1983,"Warra, QLD",Grey Vertosol,early,10,single,109.4,132.3,0,0,,5119.7,,0.926,5119.7,Sorghum,240
1984,"Warra, QLD",Grey Vertosol,early,10,single,268.3,288.8,3,0,,5235.7,,1,5235.7,Sorghum,240
1985,"Warra, QLD",Grey Vertosol,early,10,single,129.1,75.4,0,0,,5259.2,,0.968,5259.2,Sorghum,240
1986,"Warra, QLD",Grey Vertosol,early,10,single,95.1,128.6,1,0,,5718.7,,0.997,5718.7,Sorghum,240
1987,"Warra, QLD",Grey Vertosol,early,10,single,80.4,87.6,2,0,,3143.5,,1,3143.5,Sorghum,240
1988,"Warra, QLD",Grey Vertosol,early,10,single,232.5,391.8,0,0,,5249.6,,1,5249.6,Sorghum,240
1989,"Warra, QLD",Grey Vertosol,early,10,single,358.1,344.8,2,1,,4766,,1,4766,Sorghum,240
1990,"Warra, QLD",Grey Vertosol,early,10,single,252.9,159.2,1,0,,4864.1,,1,4864.1,Sorghum,240
1991,"Warra, QLD",Grey Vertosol,early,10,single,132.1,166.8,0,0,,5966.1,,1,5966.1,Sorghum,240
1992,"Warra, QLD",Grey Vertosol,early,10,single,83.3,129.2,0,0,,4191.6,,1,4191.6,Sorghum,240
1993,"Warra, QLD",Grey Vertosol,early,10,single,77.6,59,0,0,,904.3,,1,904.3,Sorghum,240
1994,"Warra, QLD",Grey Vertosol,early,10,single,162.3,250.5,0,0,,5202.7,,1,5202.7,Sorghum,240
1995,"Warra, QLD",Grey Vertosol,early,10,single,94.8,200.4,2,1,,5322.6,,1,5322.6,Sorghum,240
1996,"Warra, QLD",Grey Vertosol,early,10,single,104.2,107.8,0,0,,5664.9,,1,5664.9,Sorghum,240
1997,"Warra, QLD",Grey Vertosol,early,10,single,143.5,158.2,0,0,,5416.9,,0.971,5416.9,Sorghum,240
1998,"Warra, QLD",Grey Vertosol,early,10,single,160.1,239,3,0,,5584.7,,0.995,5584.7,Sorghum,240
1999,"Warra, QLD",Grey Vertosol,early,10,single,203.6,243,0,0,,5176.9,,0.995,5176.9,Sorghum,240
2000,"Warra, QLD",Grey Vertosol,early,10,single,166.1,125.3,1,0,,4867.3,,1,4867.3,Sorghum,240
2001,"Warra, QLD",Grey Vertosol,early,10,single,90.6,167.2,2,0,,4988.8,,1,4988.8,Sorghum,240
2002,"Warra, QLD",Grey Vertosol,early,10,single,80.5,100.4,1,0,,2512.1,,0.992,2512.1,Sorghum,240
2003,"Warra, QLD",Grey Vertosol,early,10,single,89,224.7,0,0,,4170.9,,1,4170.9,Sorghum,240
2004,"Warra, QLD",Grey Vertosol,early,10,single,79.9,260.4,2,0,,3972.8,,0.786,3972.8,Sorghum,240
2005,"Warra, QLD",Grey Vertosol,early,10,single,72.3,74.4,0,0,,105.5,,0.985,105.5,Sorghum,240
2006,"Warra, QLD",Grey Vertosol,early,10,single,99.4,170,1,0,,5201.8,,1,5201.8,Sorghum,240
2007,"Warra, QLD",Grey Vertosol,early,10,single,82.8,91.8,1,0,,1147.4,,1,1147.4,Sorghum,240
2008,"Warra, QLD",Grey Vertosol,early,10,single,145.2,170.8,0,0,,4436.7,,0.973,4436.7,Sorghum,240
2009,"Warra, QLD",Grey Vertosol,early,10,single,131.6,202.9,0,0,,5447.6,,0.961,5447.6,Sorghum,240
2010,"Warra, QLD",Grey Vertosol,early,10,single,177.6,232,0,0,,4982.5,,1,4982.5,Sorghum,240
2011,"Warra, QLD",Grey Vertosol,early,10,single,275.9,326,0,0,,5699.5,,0.994,5699.5,Sorghum,240
2012,"Warra, QLD",Grey Vertosol,early,10,single,176.6,174.2,0,0,,5198,,1,5198,Sorghum,240
2013,"Warra, QLD",Grey Vertosol,early,10,single,221.2,338.2,0,0,,4778.5,,1,4778.5,Sorghum,240
2014,"Warra, QLD",Grey Vertosol,early,10,single,154.6,247.6,0,0,,5191.4,,0.916,5191.4,Sorghum,240
2015,"Warra, QLD",Grey Vertosol,early,10,single,92.1,221.8,4,0,,4605.3,,1,4605.3,Sorghum,240
2016,"Warra, QLD",Grey Vertosol,early,10,single,82.9,169.6,2,0,,4108.7,,0.873,4108.7,Sorghum,240
2017,"Warra, QLD",Grey Vertosol,early,10,single,137.9,260,3,0,,5190.7,,0.9,5190.7,Sorghum,240
1938,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,109.773,72.5,0,1,,,0.937,0.919,,10083.9,Rice,600
1939,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,152.787,138.7,2,0,,,0.849,0.954,,4700.3,Rice,600
1940,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,109.004,98.3,0,2,,,0.998,0.915,,8755.7,Rice,600
1941,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,116.369,190.2,0,3,,,1,0.932,,5859.4,Rice,600
1942,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,102.554,63,0,0,,,0.997,0.945,,2133.4,Rice,600
1943,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,110.59,136.9,0,3,,,0.999,0.811,,8725.9,Rice,600
1944,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,110.505,86.8,0,0,,,0.979,0.941,,9412.6,Rice,600
1945,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,108.951,183.8,0,0,,,0.995,0.94,,10834.4,Rice,600
1946,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,153.838,264.6,0,0,,,0.999,0.94,,7640.4,Rice,600
1947,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,125.086,164.5,0,1,,,0.933,0.937,,5830.1,Rice,600
1948,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,105.395,193.2,0,3,,,0.947,0.804,,13035.9,Rice,600
1949,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,148.098,200.4,0,2,,,0.996,0.919,,12644.6,Rice,600
1950,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,168.054,309.8,0,1,,,0.999,0.922,,11317.3,Rice,600
1951,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,115.256,181.2,0,0,,,0.997,0.949,,11510.2,Rice,600
1952,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,139.011,82.8,1,2,,,0.953,0.888,,7658.8,Rice,600
1953,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,110.521,186.9,0,0,,,0.985,0.949,,13042.1,Rice,600
1954,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,126.423,234.3,0,4,,,1,0.936,,8991.7,Rice,600
1955,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,169.279,317.8,0,0,,,0.995,0.925,,12951.7,Rice,600
1956,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,165.09,247.3,0,1,,,1,0.95,,12109.4,Rice,600
1957,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,117.896,138.6,0,1,,,0.999,0.905,,7680,Rice,600
1958,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,139.812,125.7,0,1,,,0.998,0.91,,6153.1,Rice,600
1959,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,186.417,336.7,0,0,,,0.897,0.952,,11217.6,Rice,600
1960,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,117.02,173.1,0,0,,,0.975,0.949,,10112.2,Rice,600
1961,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,123.184,134.3,0,0,,,0.96,0.951,,10579.6,Rice,600
1962,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,113.943,203,0,1,,,1,0.94,,13272.6,Rice,600
1963,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,139.444,142,0,3,,,0.996,0.943,,11894.7,Rice,600
1964,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,110.196,120.7,0,5,,,0.997,0.614,,9459.8,Rice,600
1965,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,114.881,41.5,0,7,,,0.999,0.583,,9079,Rice,600
1966,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,118.994,178.5,0,2,,,0.997,0.898,,11783.4,Rice,600
1967,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,112.377,86.4,0,0,,,0.999,0.857,,11561.5,Rice,600
1968,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,120.525,67.5,1,1,,,0.989,0.95,,5609.9,Rice,600
1969,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,154.999,242.4,0,0,,,0.924,0.938,,12714.5,Rice,600
1970,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,138.307,182.1,0,1,,,0.987,0.951,,13918,Rice,600
1971,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,115.432,151.9,0,0,,,1,0.93,,11777.5,Rice,600
1972,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,122.023,215.7,0,1,,,0.999,0.929,,12601.6,Rice,600
1973,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,148.551,205.3,0,0,,,0.957,0.908,,5951.8,Rice,600
1974,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,119.297,294,0,0,,,1,0.954,,11105.6,Rice,600
1975,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,243.528,53,0,0,,,1,1,,0,Rice,600
1976,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,118.325,222.4,0,4,,,1,0.932,,10396.3,Rice,600
1977,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,139.013,242.2,0,0,,,0.99,0.93,,11467.1,Rice,600
1978,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,150.739,122,0,4,,,1,0.864,,9051.2,Rice,600
1979,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,110.75,130.3,0,0,,,0.963,0.951,,9803.2,Rice,600
1980,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,117.173,76.3,0,1,,,0.999,0.863,,9296.9,Rice,600
1981,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,121.06,190.2,0,0,,,0.811,0.954,,8227.3,Rice,600
1982,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,113.083,78.6,0,0,,,0.988,0.941,,10410,Rice,600
1983,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,108.019,34.5,0,4,,,0.982,0.794,,3433.8,Rice,600
1984,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,130.124,338.6,0,5,,,1,0.946,,13770.4,Rice,600
1985,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,147.713,124.2,0,2,,,0.985,0.757,,10907.8,Rice,600
1986,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,113.146,149.8,0,3,,,0.999,0.81,,15117.2,Rice,600
1987,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,115.703,119.2,0,3,,,0.992,0.803,,11679.8,Rice,600
1988,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,109.857,96.7,0,1,,,0.996,0.923,,9317.7,Rice,600
1989,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,203.515,247,0,3,,,0.999,0.799,,12503.1,Rice,600
1990,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,112.311,99.9,0,1,,,0.988,0.921,,8977.1,Rice,600
1991,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,108.486,46.7,0,0,,,0.983,0.947,,7417.5,Rice,600
1992,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,106.622,80.6,0,2,,,0.994,0.787,,7556.6,Rice,600
1993,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,121.829,343.2,0,1,,,0.994,0.952,,15119.6,Rice,600
1994,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,127.974,249.8,0,1,,,0.967,0.911,,15963.1,Rice,600
1995,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,107.1,161.2,0,1,,,1,0.952,,4121.1,Rice,600
1996,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,139.047,266.4,0,1,,,1,0.94,,12024.1,Rice,600
1997,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,112.325,122.1,0,0,,,0.994,0.941,,11198.2,Rice,600
1998,"Griffith,NSW", sandly loam over a sand clay loam,Amaroo,15-Oct,112.115,110.6,0,0,,,0.999,0.951,,9902.4,Rice,600
